ob,dataset,shuffle_rep,n_selected_pairs,sufficient_pairs,median_signed_axis_delta_A_z,median_abs_signed_axis_delta_A_z,median_abs_delta_A_z
4,Ob4.txt,11,5297,True,0.01096965821813356,0.01096965821813356,0.8950988771592361
4,Ob4.txt,12,5279,True,0.004056919520872115,0.004056919520872115,0.8994265450913981
4,Ob4.txt,13,5254,True,0.03899113449322131,0.03899113449322131,0.8977225538023126
4,Ob4.txt,14,5313,True,-0.03282957364692518,0.03282957364692518,0.908923147921203
4,Ob4.txt,15,5268,True,-0.11844836692947519,0.11844836692947519,0.8951382737344487
4,Ob4.txt,16,5304,True,0.011527816256995935,0.011527816256995935,0.8951027261096752
4,Ob4.txt,17,5248,True,0.015758163164353772,0.015758163164353772,0.9372279071209426
4,Ob4.txt,18,5223,True,-0.04442730244936177,0.04442730244936177,0.9078314862129062
4,Ob4.txt,19,5329,True,0.008755665863085627,0.008755665863085627,0.9140844282803828
4,Ob4.txt,20,5307,True,-0.04079608501875975,0.04079608501875975,0.8910167217593027
4,Ob4.txt,21,5260,True,0.09618453346399697,0.09618453346399697,0.9141558155628186
4,Ob4.txt,22,5277,True,0.01392991721627107,0.01392991721627107,0.9141834822988457
4,Ob4.txt,23,5299,True,0.0017496759155901098,0.0017496759155901098,0.8979312619324262
4,Ob4.txt,24,5252,True,0.026279225694567487,0.026279225694567487,0.9139811850269658
4,Ob4.txt,25,5277,True,-0.10507995699457262,0.10507995699457262,0.8960777162425461
4,Ob4.txt,26,5269,True,0.0580842423818481,0.0580842423818481,0.9173832148014082
4,Ob4.txt,27,5297,True,0.05872450474634891,0.05872450474634891,0.8985331303885462
4,Ob4.txt,28,5290,True,0.12965274249786943,0.12965274249786943,0.9086642903234436
4,Ob4.txt,29,5247,True,0.036489972593002795,0.036489972593002795,0.9197865682758793
4,Ob4.txt,30,5307,True,0.041132032584256586,0.041132032584256586,0.9076550462946087
4,Ob4.txt,31,5258,True,-0.02161814197843925,0.02161814197843925,0.8866375649373842
4,Ob4.txt,32,5247,True,-0.02065813200245792,0.02065813200245792,0.8918730212742846
4,Ob4.txt,33,5287,True,0.0961011713684838,0.0961011713684838,0.8977524167031228
4,Ob4.txt,34,5316,True,0.07168345224650079,0.07168345224650079,0.9064952775732853
4,Ob4.txt,35,5219,True,0.0420288762258606,0.0420288762258606,0.907297198873643
4,Ob4.txt,36,5297,True,-0.05018009912368415,0.05018009912368415,0.894599715563947
4,Ob4.txt,37,5320,True,-0.014142974871449693,0.014142974871449693,0.9097684071767217
4,Ob4.txt,38,5242,True,0.021678648570720445,0.021678648570720445,0.9277367098415947
4,Ob4.txt,39,5266,True,-0.002921472435467167,0.002921472435467167,0.9038183489097048
4,Ob4.txt,40,5313,True,-0.042024919776995184,0.042024919776995184,0.9076550462946087
4,Ob4.txt,41,5314,True,0.027767143640785738,0.027767143640785738,0.9157127795797659
4,Ob4.txt,42,5321,True,-0.056042748960575484,0.056042748960575484,0.8964216266797711
4,Ob4.txt,43,5308,True,-0.06359825859672291,0.06359825859672291,0.9326028212649169
4,Ob4.txt,44,5285,True,0.08092041435582797,0.08092041435582797,0.8833007366982473
4,Ob4.txt,45,5291,True,0.05650394122703159,0.05650394122703159,0.913878252092965
4,Ob4.txt,46,5301,True,-0.15601017082712765,0.15601017082712765,0.9041218820652518
4,Ob4.txt,47,5289,True,0.0023054659368413333,0.0023054659368413333,0.9041218820652518
4,Ob4.txt,48,5260,True,-0.057853366286565705,0.057853366286565705,0.8907783341978613
4,Ob4.txt,49,5294,True,-0.07892950275912794,0.07892950275912794,0.9090846555096515
4,Ob4.txt,50,5282,True,0.08871196956729155,0.08871196956729155,0.9064717803685014
4,Ob4.txt,51,5240,True,0.02008642954273741,0.02008642954273741,0.9093660715471371
4,Ob4.txt,52,5346,True,-0.014392122933218954,0.014392122933218954,0.8945020665498198
4,Ob4.txt,53,5294,True,-0.04388006228870854,0.04388006228870854,0.9159353509587813
4,Ob4.txt,54,5249,True,-0.03202019123191113,0.03202019123191113,0.8846611874891828
4,Ob4.txt,55,5299,True,-0.06654526119631227,0.06654526119631227,0.9209619287962298
4,Ob4.txt,56,5308,True,0.03560756263796372,0.03560756263796372,0.9038776840478715
4,Ob4.txt,57,5310,True,-0.13112786807871013,0.13112786807871013,0.9003035426759052
4,Ob4.txt,58,5296,True,-0.007413306035805034,0.007413306035805034,0.902736578630499
4,Ob4.txt,59,5276,True,-0.04895453203663985,0.04895453203663985,0.9256999511434181
4,Ob4.txt,60,5245,True,0.029086399104951144,0.029086399104951144,0.8987890346740799
4,Ob4.txt,61,5281,True,-0.1430913463952863,0.1430913463952863,0.9111833488738812
4,Ob4.txt,62,5270,True,-0.03513848822947774,0.03513848822947774,0.9138573232468661
4,Ob4.txt,63,5257,True,0.007651050747581406,0.007651050747581406,0.8994425303359288
4,Ob4.txt,64,5279,True,-0.035952373926835285,0.035952373926835285,0.9081335812955269
4,Ob4.txt,65,5268,True,0.05400327264179025,0.05400327264179025,0.9137747899977543
4,Ob4.txt,66,5318,True,0.17159126251186102,0.17159126251186102,0.906399834004844
4,Ob4.txt,67,5260,True,-0.052373964563088314,0.052373964563088314,0.9092477877160069
4,Ob4.txt,68,5235,True,-0.003683642884437066,0.003683642884437066,0.8952163949841825
4,Ob4.txt,69,5270,True,-0.09141245960022881,0.09141245960022881,0.8953491278317078
4,Ob4.txt,70,5276,True,-0.019657846783194037,0.019657846783194037,0.9179887834155566
4,Ob4.txt,71,5290,True,-0.11370047552746554,0.11370047552746554,0.9015219372151193
4,Ob4.txt,72,5260,True,0.015273762622612264,0.015273762622612264,0.9057862754807747
4,Ob4.txt,73,5274,True,-0.028961366685468504,0.028961366685468504,0.9105598399682338
4,Ob4.txt,74,5307,True,0.016066483498110073,0.016066483498110073,0.9188188595893851
4,Ob4.txt,75,5262,True,0.010131355804817496,0.010131355804817496,0.89451101948841
4,Ob4.txt,76,5261,True,0.09092635683475947,0.09092635683475947,0.8995547116117647
4,Ob4.txt,77,5321,True,0.0034960013424090164,0.0034960013424090164,0.9105971457691863
4,Ob4.txt,78,5253,True,0.006466907495983554,0.006466907495983554,0.8979312619324262
4,Ob4.txt,79,5301,True,0.086576549564883,0.086576549564883,0.9080091859982458
4,Ob4.txt,80,5304,True,-0.03652011048155779,0.03652011048155779,0.8814221329007517
4,Ob4.txt,81,5256,True,-0.08961569532386593,0.08961569532386593,0.9064365636866811
4,Ob4.txt,82,5288,True,-0.008162665958804105,0.008162665958804105,0.920499106242884
4,Ob4.txt,83,5280,True,0.10443159184191002,0.10443159184191002,0.8859044529086826
4,Ob4.txt,84,5295,True,-0.0634419209617072,0.0634419209617072,0.8935532264871762
4,Ob4.txt,85,5220,True,0.05025413393272549,0.05025413393272549,0.9046679842744813
4,Ob4.txt,86,5269,True,-0.04183747212151012,0.04183747212151012,0.9083678891002536
4,Ob4.txt,87,5219,True,-0.012086787560083745,0.012086787560083745,0.9107272703652256
4,Ob4.txt,88,5278,True,0.06996308191126535,0.06996308191126535,0.9010261186546364
4,Ob4.txt,89,5264,True,-0.013271539389508747,0.013271539389508747,0.8945020665498198
4,Ob4.txt,90,5322,True,0.031220736825796902,0.031220736825796902,0.9068064178451667
4,Ob4.txt,91,5354,True,-0.0704512167901743,0.0704512167901743,0.9074871748140119
4,Ob4.txt,92,5293,True,-0.008985971682436533,0.008985971682436533,0.8801815939218396
4,Ob4.txt,93,5304,True,0.10325003500101981,0.10325003500101981,0.9064701803166163
4,Ob4.txt,94,5329,True,-0.053630792435142016,0.053630792435142016,0.9205944695632681
4,Ob4.txt,95,5291,True,0.012086787560083745,0.012086787560083745,0.8935532264871762
4,Ob4.txt,96,5343,True,-0.017764062007805448,0.017764062007805448,0.9035148157541578
4,Ob4.txt,97,5322,True,-0.06176288105862171,0.06176288105862171,0.9052602104403753
4,Ob4.txt,98,5291,True,-0.0479465719086519,0.0479465719086519,0.9069416084344734
4,Ob4.txt,99,5301,True,-0.0580842423818481,0.0580842423818481,0.9179301467837844
5,Ob5.txt,0,5656,True,-0.0486852687925069,0.0486852687925069,0.9710897906633846
5,Ob5.txt,1,5665,True,0.0005817905225763004,0.0005817905225763004,0.9865965301006934
5,Ob5.txt,2,5704,True,-0.12387065329597696,0.12387065329597696,0.987182220122943
5,Ob5.txt,3,5662,True,-0.10403244305519464,0.10403244305519464,0.9763552444541305
5,Ob5.txt,4,5705,True,0.00816200550079238,0.00816200550079238,0.9825283983444145
5,Ob5.txt,5,5667,True,0.0821968046397007,0.0821968046397007,0.9855666236831411
5,Ob5.txt,6,5672,True,-0.06107796018464155,0.06107796018464155,0.9862654926185331
5,Ob5.txt,7,5651,True,-0.010872114131503102,0.010872114131503102,1.0000141401384726
5,Ob5.txt,8,5723,True,0.07753820808872702,0.07753820808872702,0.9829428819029264
5,Ob5.txt,9,5667,True,0.047812489424875204,0.047812489424875204,0.9826112595088292
5,Ob5.txt,10,5659,True,0.07184889394252497,0.07184889394252497,0.9926946435934394
5,Ob5.txt,11,5672,True,-0.014199544204141226,0.014199544204141226,1.001414325663283
5,Ob5.txt,12,5638,True,-0.020035819516721898,0.020035819516721898,0.9710785658246671
5,Ob5.txt,13,5634,True,0.014352264768788009,0.014352264768788009,1.0057619231623578
5,Ob5.txt,14,5627,True,0.09782791719496209,0.09782791719496209,0.9836889857911755
5,Ob5.txt,15,5673,True,0.024079281283522304,0.024079281283522304,0.9687447151987837
5,Ob5.txt,16,5593,True,0.021265402393346955,0.021265402393346955,0.9791933306182495
5,Ob5.txt,17,5620,True,0.07913819742950051,0.07913819742950051,0.9834816091133862
5,Ob5.txt,18,5735,True,-0.049995109314088626,0.049995109314088626,0.9767007174790784
5,Ob5.txt,19,5643,True,-0.030150805725133567,0.030150805725133567,0.9829428819029264
5,Ob5.txt,20,5676,True,0.022404105716933492,0.022404105716933492,0.9923578331420182
5,Ob5.txt,21,5616,True,0.11244331339163044,0.11244331339163044,0.9879301300243576
5,Ob5.txt,22,5675,True,-0.01694358215463998,0.01694358215463998,1.0042242712115148
5,Ob5.txt,23,5652,True,-0.039161726438542016,0.039161726438542016,0.975518803323536
5,Ob5.txt,24,5674,True,0.08162281837588324,0.08162281837588324,0.9692081475440507
5,Ob5.txt,25,5665,True,-0.003616238743310518,0.003616238743310518,0.9852448359896768
5,Ob5.txt,26,5633,True,-0.001272379534121626,0.001272379534121626,0.9836782465593313
5,Ob5.txt,27,5586,True,-0.0404782114536065,0.0404782114536065,0.9912889426162277
5,Ob5.txt,28,5665,True,0.12453724085663087,0.12453724085663087,0.9932691019675948
5,Ob5.txt,29,5656,True,-0.02417336099348384,0.02417336099348384,0.9762506020578576
5,Ob5.txt,30,5661,True,-0.07475726526347004,0.07475726526347004,0.9940354121163755
5,Ob5.txt,31,5699,True,0.0778977179980036,0.0778977179980036,0.9697622119324882
5,Ob5.txt,32,5658,True,0.0473630624793428,0.0473630624793428,1.0008637481847948
5,Ob5.txt,33,5618,True,-0.05680071365748707,0.05680071365748707,0.9769749303402862
5,Ob5.txt,34,5667,True,0.03506796039038429,0.03506796039038429,0.9668350453684288
5,Ob5.txt,35,5680,True,-0.008368952256447681,0.008368952256447681,0.9733979592817644
5,Ob5.txt,36,5619,True,-0.1740395612249897,0.1740395612249897,0.9854369145828561
5,Ob5.txt,37,5663,True,-0.029166213809610042,0.029166213809610042,0.9925036205242552
5,Ob5.txt,38,5666,True,-0.014998447582206642,0.014998447582206642,0.9799856458210787
5,Ob5.txt,39,5688,True,-0.06576264035452214,0.06576264035452214,0.9704909746422603
5,Ob5.txt,40,5644,True,-0.037726263631306545,0.037726263631306545,0.9772776494671602
5,Ob5.txt,41,5654,True,-0.05860948508005426,0.05860948508005426,0.9793364716026662
5,Ob5.txt,42,5674,True,-0.16929124762836514,0.16929124762836514,0.9837666809882248
5,Ob5.txt,43,5679,True,0.08610004599152632,0.08610004599152632,0.9561310189862839
5,Ob5.txt,44,5662,True,-0.11331210856755511,0.11331210856755511,0.9795343404397026
5,Ob5.txt,45,5674,True,0.12805448120044244,0.12805448120044244,0.9876742727235606
5,Ob5.txt,46,5672,True,-0.049750545778960764,0.049750545778960764,0.9832882485019319
5,Ob5.txt,47,5662,True,0.035872259816582305,0.035872259816582305,0.970382653816964
5,Ob5.txt,48,5679,True,-0.10414593283311413,0.10414593283311413,0.9701956700019008
5,Ob5.txt,49,5656,True,-0.1107517592626861,0.1107517592626861,0.9801481339570577
5,Ob5.txt,50,5664,True,-0.051741702101138515,0.051741702101138515,0.9832882485019319
5,Ob5.txt,51,5624,True,0.07871685641162784,0.07871685641162784,0.9562283421264726
5,Ob5.txt,52,5653,True,0.028292190778409304,0.028292190778409304,0.9903892021728348
5,Ob5.txt,53,5661,True,-0.07943345005804692,0.07943345005804692,0.9839214349549905
5,Ob5.txt,54,5646,True,-0.08221382877614808,0.08221382877614808,0.9832510671862891
5,Ob5.txt,55,5636,True,0.1523616655750905,0.1523616655750905,0.9692445158869101
5,Ob5.txt,56,5660,True,-0.028398875412161573,0.028398875412161573,0.9832510671862891
5,Ob5.txt,57,5663,True,0.0826964865731244,0.0826964865731244,0.9844073829708844
5,Ob5.txt,58,5697,True,0.08349024524407733,0.08349024524407733,1.0053410870113053
5,Ob5.txt,59,5664,True,-0.004291376892613552,0.004291376892613552,0.976934191398012
5,Ob5.txt,60,5693,True,-0.08710383260480199,0.08710383260480199,1.0000716853645966
5,Ob5.txt,61,5702,True,0.0727348394253634,0.0727348394253634,0.9738875890864025
5,Ob5.txt,62,5613,True,-0.04074653104352599,0.04074653104352599,0.9771676653169455
5,Ob5.txt,63,5671,True,0.08120913026271942,0.08120913026271942,0.9803233795890667
5,Ob5.txt,64,5617,True,-0.026154183563188993,0.026154183563188993,0.9899015321920459
5,Ob5.txt,65,5658,True,0.017881913390416615,0.017881913390416615,0.9738875890864025
5,Ob5.txt,66,5627,True,-0.0375578933503336,0.0375578933503336,0.9761875212021487
5,Ob5.txt,67,5641,True,0.16093002942102685,0.16093002942102685,0.9876942759878847
5,Ob5.txt,68,5674,True,-0.022953124057638233,0.022953124057638233,0.986056508941409
5,Ob5.txt,69,5638,True,0.020533566773510238,0.020533566773510238,0.9706380870286235
5,Ob5.txt,70,5669,True,0.08510798477421305,0.08510798477421305,0.9825584268020672
5,Ob5.txt,71,5675,True,-0.061442496875085184,0.061442496875085184,0.9754823786348037
5,Ob5.txt,72,5638,True,0.05955372072146417,0.05955372072146417,0.9684787235628682
5,Ob5.txt,73,5687,True,-0.011706782137397509,0.011706782137397509,0.9818449670776561
5,Ob5.txt,74,5633,True,0.00925650664517691,0.00925650664517691,0.9689639374355346
5,Ob5.txt,75,5677,True,-0.002587017860929297,0.002587017860929297,0.9921454265791708
5,Ob5.txt,76,5666,True,-0.030832246296776486,0.030832246296776486,0.9898094127732469
5,Ob5.txt,77,5650,True,0.053134234088174,0.053134234088174,0.9763394769443408
5,Ob5.txt,78,5654,True,0.081544011100184,0.081544011100184,0.9911394473148956
5,Ob5.txt,79,5688,True,-0.011396896347560269,0.011396896347560269,0.9823743310788936
5,Ob5.txt,80,5646,True,0.011264016041508854,0.011264016041508854,0.9853408752862665
5,Ob5.txt,81,5644,True,0.018455986041477055,0.018455986041477055,0.9807864907195586
5,Ob5.txt,82,5612,True,-0.06720303902590385,0.06720303902590385,0.9539462523401961
5,Ob5.txt,83,5711,True,0.008969714859102113,0.008969714859102113,0.969123804132884
5,Ob5.txt,84,5641,True,0.030150805725133567,0.030150805725133567,0.9791933306182495
5,Ob5.txt,85,5636,True,0.0016430812930808836,0.0016430812930808836,0.967726084482758
5,Ob5.txt,86,5658,True,0.08559798203157926,0.08559798203157926,0.9826729220838815
5,Ob5.txt,87,5701,True,0.049612123500528904,0.049612123500528904,0.9726937812559343
5,Ob5.txt,88,5668,True,0.0634992650895847,0.0634992650895847,0.9909487880466897
5,Ob5.txt,89,5663,True,-0.1128202502370747,0.1128202502370747,0.988834306407846
5,Ob5.txt,90,5669,True,-0.016285856173588187,0.016285856173588187,0.9947481208297955
5,Ob5.txt,91,5692,True,-0.049218284344094254,0.049218284344094254,0.9701581467714474
5,Ob5.txt,92,5653,True,0.05037623605647523,0.05037623605647523,0.9863352793726459
5,Ob5.txt,93,5683,True,0.09009472187027448,0.09009472187027448,0.9939662924194829
5,Ob5.txt,94,5627,True,0.061071675974788596,0.061071675974788596,0.9725788491239271
5,Ob5.txt,95,5640,True,-0.01461841436171302,0.01461841436171302,0.9854839970442091
5,Ob5.txt,96,5663,True,-0.04074653104352599,0.04074653104352599,0.9814105738450274
5,Ob5.txt,97,5677,True,0.01940568799718867,0.01940568799718867,0.970445210501246
5,Ob5.txt,98,5644,True,0.09117843933474473,0.09117843933474473,0.9836836161752534
5,Ob5.txt,99,5664,True,-0.09937688280219456,0.09937688280219456,0.9731147282497443
6,Ob6.txt,0,7707,True,-0.05677187926987631,0.05677187926987631,0.9394014159692603
6,Ob6.txt,1,7720,True,-0.10239080169618699,0.10239080169618699,0.9302309022431287
6,Ob6.txt,2,7774,True,0.032979473851154684,0.032979473851154684,0.9125562662092582
6,Ob6.txt,3,7744,True,0.032514593358970195,0.032514593358970195,0.9303491231241633
6,Ob6.txt,4,7739,True,-0.0039864216096680005,0.0039864216096680005,0.9260226692667023
6,Ob6.txt,5,7733,True,-0.037732041018059936,0.037732041018059936,0.9438647184066298
6,Ob6.txt,6,7716,True,0.009117541541415447,0.009117541541415447,0.9195294174887435
6,Ob6.txt,7,7695,True,-0.046934545591481636,0.046934545591481636,0.9277951411390515
6,Ob6.txt,8,7704,True,-0.00913180065244415,0.00913180065244415,0.9426206268663737
6,Ob6.txt,9,7755,True,-0.04237310703267361,0.04237310703267361,0.9175636664920376
6,Ob6.txt,10,7654,True,-0.006112762421431828,0.006112762421431828,0.9209467092295383
6,Ob6.txt,11,7757,True,0.1159083562086222,0.1159083562086222,0.9297496127600529
6,Ob6.txt,12,7736,True,0.07632061762472026,0.07632061762472026,0.9285272234994478
6,Ob6.txt,13,7741,True,-0.019366712929034136,0.019366712929034136,0.9294971849677498
6,Ob6.txt,14,7690,True,-0.009310597421567247,0.009310597421567247,0.9264462230650679
6,Ob6.txt,15,7667,True,-0.0727499455686184,0.0727499455686184,0.9338711417822142
6,Ob6.txt,16,7672,True,0.0071794445495523,0.0071794445495523,0.9318950767835912
6,Ob6.txt,17,7716,True,-0.021005250294470257,0.021005250294470257,0.9410902095806096
6,Ob6.txt,18,7698,True,0.011473675813001738,0.011473675813001738,0.92832492666054
6,Ob6.txt,19,7743,True,-0.03218078728837631,0.03218078728837631,0.927342413278483
6,Ob6.txt,20,7650,True,0.014961875085543391,0.014961875085543391,0.9225640596712726
6,Ob6.txt,21,7651,True,-0.011396235742294501,0.011396235742294501,0.9351558026637934
6,Ob6.txt,22,7711,True,-0.004141573598438031,0.004141573598438031,0.9256038694089318
6,Ob6.txt,23,7697,True,0.0205249970228647,0.0205249970228647,0.9279434726854902
6,Ob6.txt,24,7728,True,-0.09282754098790053,0.09282754098790053,0.9368892213628712
6,Ob6.txt,25,7740,True,0.03921000145479697,0.03921000145479697,0.9231964817722371
6,Ob6.txt,26,7718,True,0.0384631965624839,0.0384631965624839,0.9217286504280451
6,Ob6.txt,27,7637,True,0.06963396423064327,0.06963396423064327,0.9211192092045357
6,Ob6.txt,28,7697,True,0.022964458141010585,0.022964458141010585,0.9277196167646027
6,Ob6.txt,29,7725,True,0.07714516226957047,0.07714516226957047,0.9172142694105704
6,Ob6.txt,30,7715,True,-0.06018815196475513,0.06018815196475513,0.9352635354939416
6,Ob6.txt,31,7741,True,0.0156342066693575,0.0156342066693575,0.9352555725672008
6,Ob6.txt,32,7721,True,-0.0019696342134442046,0.0019696342134442046,0.9277951411390515
6,Ob6.txt,33,7707,True,0.025279503601207814,0.025279503601207814,0.9432428059549557
6,Ob6.txt,34,7764,True,0.021367796537517858,0.021367796537517858,0.9219669572224265
6,Ob6.txt,35,7741,True,-0.0532658484581329,0.0532658484581329,0.922986003517233
6,Ob6.txt,36,7678,True,-0.023170809691289096,0.023170809691289096,0.9164246117971963
6,Ob6.txt,37,7751,True,0.0031497239395735996,0.0031497239395735996,0.9296678591168112
6,Ob6.txt,38,7693,True,-0.0300534156826995,0.0300534156826995,0.9272819551399853
6,Ob6.txt,39,7683,True,0.06428688201661997,0.06428688201661997,0.9190524098607721
6,Ob6.txt,40,7686,True,-0.012358279366300379,0.012358279366300379,0.9311962177283946
6,Ob6.txt,41,7688,True,0.018880995156173253,0.018880995156173253,0.9306738354017465
6,Ob6.txt,42,7732,True,0.02582117483308976,0.02582117483308976,0.9372977693913174
6,Ob6.txt,43,7727,True,0.09758709722827029,0.09758709722827029,0.9255155916171426
6,Ob6.txt,44,7710,True,-0.01235185754940657,0.01235185754940657,0.940896467209426
6,Ob6.txt,45,7740,True,-0.04794606192594775,0.04794606192594775,0.9094376087350611
6,Ob6.txt,46,7728,True,0.005255625856356055,0.005255625856356055,0.919697603359205
6,Ob6.txt,47,7734,True,0.0543114536859046,0.0543114536859046,0.925813269337817
6,Ob6.txt,48,7739,True,-0.10550605633057342,0.10550605633057342,0.9312338401500385
6,Ob6.txt,49,7738,True,0.014285710695178477,0.014285710695178477,0.9354169538502686
6,Ob6.txt,50,7689,True,-0.039544043440836174,0.039544043440836174,0.9322184402195858
6,Ob6.txt,51,7758,True,-0.041912850269873486,0.041912850269873486,0.9206113458384944
6,Ob6.txt,52,7749,True,0.04647509763157698,0.04647509763157698,0.9162357726688217
6,Ob6.txt,53,7711,True,0.06341045823534502,0.06341045823534502,0.9211192092045357
6,Ob6.txt,54,7735,True,-0.03165934700260842,0.03165934700260842,0.9277196167646027
6,Ob6.txt,55,7753,True,-0.01860378218706049,0.01860378218706049,0.9433293471045097
6,Ob6.txt,56,7701,True,-0.0038547719845132,0.0038547719845132,0.929858651266574
6,Ob6.txt,57,7712,True,0.026926604275266747,0.026926604275266747,0.9353818886091868
6,Ob6.txt,58,7704,True,-0.025622083971608922,0.025622083971608922,0.9220784798410526
6,Ob6.txt,59,7704,True,-0.06780932227321923,0.06780932227321923,0.9209467092295383
6,Ob6.txt,60,7689,True,0.033329792811993275,0.033329792811993275,0.9329352004224746
6,Ob6.txt,61,7712,True,0.005439916115359961,0.005439916115359961,0.9354327490481069
6,Ob6.txt,62,7716,True,0.049752128364542056,0.049752128364542056,0.9286508700236471
6,Ob6.txt,63,7746,True,0.03418862854852878,0.03418862854852878,0.9534891814257567
6,Ob6.txt,64,7723,True,-0.0327893802520654,0.0327893802520654,0.9409701068337344
6,Ob6.txt,65,7770,True,0.034422987202170144,0.034422987202170144,0.9283411631268881
6,Ob6.txt,66,7786,True,0.06873255003775719,0.06873255003775719,0.9295609743593172
6,Ob6.txt,67,7773,True,0.02113250158406832,0.02113250158406832,0.9297496127600529
6,Ob6.txt,68,7686,True,-0.034506063721440876,0.034506063721440876,0.9302309022431287
6,Ob6.txt,69,7732,True,-0.023212834700748114,0.023212834700748114,0.944897989019343
6,Ob6.txt,70,7720,True,-0.04529151955004394,0.04529151955004394,0.9228926145734138
6,Ob6.txt,71,7753,True,0.03835447322352886,0.03835447322352886,0.9330902113477944
6,Ob6.txt,72,7739,True,-0.028322096826726706,0.028322096826726706,0.9209082477777253
6,Ob6.txt,73,7748,True,0.07646370862771273,0.07646370862771273,0.9409436536822618
6,Ob6.txt,74,7761,True,-0.009273428149832286,0.009273428149832286,0.9432428059549557
6,Ob6.txt,75,7750,True,-0.070747010830888,0.070747010830888,0.9286508700236471
6,Ob6.txt,76,7733,True,-0.0478965289244586,0.0478965289244586,0.9370869762343501
6,Ob6.txt,77,7678,True,0.021420645929369084,0.021420645929369084,0.9369859783291341
6,Ob6.txt,78,7717,True,-0.027034653378105844,0.027034653378105844,0.9407586246400776
6,Ob6.txt,79,7766,True,0.11430961562104791,0.11430961562104791,0.9431286723995485
6,Ob6.txt,80,7702,True,0.020961589919629094,0.020961589919629094,0.9203822224572114
6,Ob6.txt,81,7693,True,0.018752479848550108,0.018752479848550108,0.9285043284608173
6,Ob6.txt,82,7750,True,0.0035744518947154746,0.0035744518947154746,0.9152428877310644
6,Ob6.txt,83,7707,True,0.00047142711743930477,0.00047142711743930477,0.9255828128209049
6,Ob6.txt,84,7716,True,-0.0475126169466181,0.0475126169466181,0.9157881894026842
6,Ob6.txt,85,7731,True,-0.04631118560065706,0.04631118560065706,0.9285925179694636
6,Ob6.txt,86,7736,True,0.018733727071498965,0.018733727071498965,0.9251695259035598
6,Ob6.txt,87,7702,True,-0.02432559474347605,0.02432559474347605,0.9430886917097352
6,Ob6.txt,88,7713,True,-0.019605668630624185,0.019605668630624185,0.9323110847830255
6,Ob6.txt,89,7684,True,0.004296676436344821,0.004296676436344821,0.9216069487662104
6,Ob6.txt,90,7706,True,0.06456658825808355,0.06456658825808355,0.9340988943020925
6,Ob6.txt,91,7720,True,-0.013784244015475344,0.013784244015475344,0.9249707614067577
6,Ob6.txt,92,7748,True,0.07032076462054165,0.07032076462054165,0.9313443278426425
6,Ob6.txt,93,7741,True,0.003442871766317579,0.003442871766317579,0.9190524098607721
6,Ob6.txt,94,7728,True,0.034690560364001456,0.034690560364001456,0.9276753454077934
6,Ob6.txt,95,7737,True,0.024759139376991146,0.024759139376991146,0.9281202231171867
6,Ob6.txt,96,7709,True,0.09475640240628214,0.09475640240628214,0.916808180427549
6,Ob6.txt,97,7732,True,-0.015533888470353752,0.015533888470353752,0.9422642310611153
6,Ob6.txt,98,7735,True,0.012593443814742922,0.012593443814742922,0.9199187748035834
6,Ob6.txt,99,7745,True,-0.0036198676000421814,0.0036198676000421814,0.9215969753729472
7,Ob7.txt,0,2998,True,-0.04440935859162054,0.04440935859162054,0.9503559611527077
7,Ob7.txt,1,2992,True,-0.11088090131293411,0.11088090131293411,0.9543467233692053
7,Ob7.txt,2,2951,True,-0.007957205377109089,0.007957205377109089,0.951371300871463
7,Ob7.txt,3,2985,True,0.033366169005172475,0.033366169005172475,0.9652531806841262
7,Ob7.txt,4,2972,True,0.07228357330186264,0.07228357330186264,0.9876247167392678
7,Ob7.txt,5,2948,True,0.03210871122728805,0.03210871122728805,0.9563792880197202
7,Ob7.txt,6,2976,True,0.07042486811926407,0.07042486811926407,0.955093140759139
7,Ob7.txt,7,2976,True,-0.12161497681303507,0.12161497681303507,0.9675351527874527
7,Ob7.txt,8,2972,True,0.0032177814789880466,0.0032177814789880466,0.9654946366861317
7,Ob7.txt,9,2968,True,0.007954110542272297,0.007954110542272297,0.9800917243989447
7,Ob7.txt,10,2969,True,0.04165594274942136,0.04165594274942136,0.95121489011381
7,Ob7.txt,11,2978,True,-0.16127672042011043,0.16127672042011043,0.9280301527205719
7,Ob7.txt,12,2951,True,0.09080751219819921,0.09080751219819921,0.9656562722054594
7,Ob7.txt,13,2975,True,-0.10660334309861597,0.10660334309861597,0.9823225037698771
7,Ob7.txt,14,2950,True,-0.022318297023388993,0.022318297023388993,0.97110426519175
7,Ob7.txt,15,2976,True,-0.07810417887760487,0.07810417887760487,0.9797070272715447
7,Ob7.txt,16,2968,True,0.022571910162837366,0.022571910162837366,0.9831918856464377
7,Ob7.txt,17,2956,True,-0.10739142586366279,0.10739142586366279,0.9611019179591045
7,Ob7.txt,18,2978,True,-0.05982174845658528,0.05982174845658528,0.9562129739344705
7,Ob7.txt,19,2973,True,0.0504948947793314,0.0504948947793314,0.960453353399866
7,Ob7.txt,20,2921,True,-0.0365815928217017,0.0365815928217017,0.9530523013214451
7,Ob7.txt,21,2950,True,0.045768293385500314,0.045768293385500314,0.9669845171315814
7,Ob7.txt,22,3002,True,0.04500569432988641,0.04500569432988641,0.957453714306598
7,Ob7.txt,23,2946,True,-0.049844038295788456,0.049844038295788456,0.9871796038151281
